Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2010,65000,21.96,1198,73.9,5,2.4
2007,42000,24.26666667,998,67.1,5,1.3
2016,36681,27.75294118,1364,67.06,5,6.71
2014,67000,17.76470588,2179,140,7,7.2
2016,18000,25.2,1197,82,5,5.4
2015,56409,26.70588235,1498,89.84,5,6.63
2016,65263,17.5,1373,80.46,7,7.5
2018,20300,24,1497,117.3,5,14.21
2010,45008,22.66666667,1497,118,5,3
2017,21799,30.8,998,67.04,5,5.11
2011,57328,20.05333333,1598,103.6,5,3.39
2017,35358,13.36470588,2755,171.5,7,22.99
2009,46946,24.66666667,1197,80,5,2.35
2012,39772,27.29411765,1248,73.94,5,2.85
2014,58000,20.8,1968,174.33,5,18.5
2014,52000,17.65333333,1598,102.57,5,5.99
2008,152000,18,1799,130,5,3
2016,42700,31.78666667,1199,84,5,3.6
2014,60000,19.47058824,1968,147.51,5,24
2015,33195,25.46666667,1197,85.8,5,6.26
2010,110000,16.75294118,2755,174.5,7,13.7
2016,52000,17.95294118,2143,203.2,5,35
2015,64399,25.76470588,1396,90,5,5.02
2015,55000,28.66666667,1197,81.8,5,3.1
2012,50000,24.16470588,1598,103.6,5,5.5
2014,33485,25.46666667,1197,85.8,5,3.59
2015,32000,24,1248,91.7,5,4.65
2009,71400,22.66666667,1497,118,5,3.8
2016,41713,23.14117647,1582,126.2,5,12.5
2017,46000,30.11764706,1498,98.6,5,12.9
2015,52950,18.66666667,796,35,5,2.35
2015,29500,27.2,1197,81.8,5,4.15
2012,63888,16.47058824,2987,224,5,22.58
2016,60000,32.93333333,796,47.3,5,2.65
2010,59196,20.8,1196,70,5,2.25
2016,121362,16.09411765,2393,147.8,7,16
2013,78000,21.74117647,1995,177,5,19.5
2015,59000,15.30588235,2199,194.3,7,21
2012,95000,26.44705882,1995,190,5,17.5
2010,84000,20.94117647,1399,68,5,2.41
2012,58253,27.75294118,1364,,5,4.45
2014,64557,14.94117647,2179,187.7,5,29.93
2012,24500,24.4,,,,2.95
2009,68078,26.26666667,796,46.3,5,1.02
2009,149706,13.52941176,2982,171,7,11
2004,215750,,2446,,10,3.5
2013,25984,21.06666667,1499,110,5,5.35
2017,15544,28.53333333,1197,83.1,5,5.65
2015,34000,28,1998,112,5,22
2013,24000,22.68,1591,121.4,5,5.95
2011,95000,23.52941176,1399,68,5,2.35
2014,52000,30.35294118,1498,98.6,5,4.1
2012,135000,22.36470588,1461,108.45,5,5.4
2017,39000,27.05882353,1498,98.96,5,8.45
2013,45306,13.17647059,2993,241,4,42.5
2010,140000,16.75294118,2755,174.5,7,10.75
2010,55000,13.45,1086,62.1,5,1.65
2015,67415,13.15294118,2696,184,7,11.03
2016,25562,30.8,998,67.04,5,3.5
2016,30292,24.8,1197,81.83,5,6.3
2014,84056,25.17333333,999,123.24,5,6.75
2017,62691,30.83529412,1248,88.5,5,7.5
2013,87000,20.12941176,1968,174.33,5,15.5
2015,52513,24,1198,86.7,5,4.65
2016,43983,20.84,1499,110.4,5,7.58
2013,90121,27.89333333,998,67.1,5,2.2
2011,50000,19.72941176,2967,241.38,5,21
2011,42500,21.56470588,1968,167.7,5,5.25
2016,62192,33.41176471,1248,74,5,5.22
2011,128000,22.58823529,1461,65,5,2
2018,38394,28.74666667,1462,103.25,5,9.18
2013,37287,34.66666667,624,35,4,1.74
2011,60000,22.4,1497,118,5,4.45
2017,39419,24.21333333,1196,86.8,5,4.95
2014,55000,26.51764706,1396,88.73,5,5.64
2016,7000,25.17333333,1499,110.4,5,6.9
2011,85000,19.47058824,1968,147.51,5,13.95
2013,51000,24.21176471,1995,143,5,17
2012,90000,16.38823529,2179,138.03,7,4.6
2010,105000,14.17647059,2179,120,8,5.21
2017,36458,20.38666667,1591,121.3,5,12.34
2006,109000,22.53333333,1497,100,5,1.5
2015,49000,20.05882353,1995,184,5,22.99
2011,8000,12,3436,,2,43
2010,45000,17.29411765,2993,241.4,6,40
2008,68000,26.26666667,796,46.3,5,1.2
2011,54000,25.6,1197,80,5,2.9
2016,28000,19.49333333,1999,149.92,5,13.9
2016,38500,33.04705882,1248,88.5,5,7.85
2016,17738,18,2993,258,5,54.45
2012,67132,15.97647059,2499,78,9,4.75
2011,47000,24.28235294,1498,108.5,5,3.25
2015,28005,23.73333333,1497,117.3,5,7.1
2017,13000,27.2,1197,81.8,5,4.65
2012,67000,22.74117647,1968,138.1,5,5
2015,50000,24.8,1197,81.83,5,4.95
2014,55000,17.76470588,2179,140,7,9.8
2019,9312,21.17647059,2987,258,5,78.8
2015,30458,30.8,998,67.04,5,2.99
2014,46000,20.05333333,1598,103.2,5,4.45
2011,50000,31.86666667,624,37.48,4,0.75
2016,36676,25,1197,81.86,5,5
2014,72563,26.78823529,1498,98.59,5,5
2015,67000,21.46666667,,,,4.7
2015,58239,19.49333333,1999,149.92,5,9.69
2015,57934,21.41176471,1248,73.74,8,5.5
2017,6500000,18.78823529,2993,258,5,65
2015,63000,23.69411765,1498,88.8,5,5.11
2012,27014,21.66666667,1198,75,5,2.19
2012,90906,24.16470588,1598,103.6,5,4.25
2013,61202,13.15294118,2696,184,7,14.5
2014,51000,23.37647059,1461,83.14,5,5.65
2016,88008,15.17647059,2755,174.5,7,22.5
2007,55000,21.46666667,,,,1.75
2004,160000,15.06666667,1794,125,5,1.5
2012,42591,27.14666667,1197,78.9,5,3.2
2012,67000,27.05882353,1396,90,5,4.5
2014,48000,30.35294118,1498,98.6,5,4.5
2014,97000,26.25882353,1582,126.32,5,8
2018,10000,21.05882353,2143,136,5,28.9
2015,56900,23.69411765,1498,88.8,5,4.1
2006,74483,,999,,5,2.3
2017,36152,28.53333333,1197,83.1,5,7.22
2014,85512,26.94117647,1248,74,5,5.8
2013,234000,16.47058824,2489,95,8,3.5
2013,36000,26.70588235,1498,89.84,5,6.35
2015,36096,17.76470588,2179,140,7,8.85
2010,111111,24.8,1199,79.4,5,2
2012,73000,22.68,1591,121.3,5,5.5
2014,44300,25.2,1197,82,5,2.3
2014,74500,22.36470588,1461,108.45,5,7.95
2016,21495,25.46666667,1197,81.86,5,6.16
2012,59000,27.14666667,1197,78.9,5,2.85
2016,23000,18.26666667,1991,183,5,25
2008,50135,18.58823529,2148,170,5,10.36
2016,25000,20.05333333,1991,183,5,26
2013,47000,26.25882353,1582,126.32,5,4.35
2016,150000,17.58823529,2489,93.7,9,4.5
2015,53503,31.28235294,1248,74,5,5
2014,47003,27.14666667,1197,78.9,5,3.67
2014,80000,16.47058824,2179,138.1,7,6
2018,20492,25.2,1197,82,5,6.34
2012,17000,22.42666667,1998,189.08,4,22
2006,79000,17.86666667,1794,125,5,1.67
2014,27000,19.04,1798,138.03,5,7.95
2018,28786,13.86666667,2393,163.5,5,9.74
2011,143354,18.82352941,1997,140,7,6
2008,56000,26,1061,,,1.5
2013,21000,23.25333333,1998,189.08,4,21.5
2014,29202,33.54,998,67.04,5,3.9
2009,73000,24.82352941,1248,73.9,5,2.35
2012,74000,25.96470588,1199,73.9,5,2.65
2011,65423,27.14666667,1197,78.9,5,3.16
2009,65000,25.33333333,998,66.1,5,2.05
2013,83875,26.6,998,58.16,5,2.95
2014,55277,27.34666667,998,67.04,5,3.9
2017,50808,28.47058824,1498,98.6,7,6.68
2017,52000,28.13333333,814,55.2,5,3.5
2017,32000,19.78666667,1598,103.52,5,8.11
2017,25000,33.04705882,1248,88.5,5,8.3
2016,23218,17.95294118,2143,203.2,5,45.61
2010,84000,23.52941176,1968,138.1,5,4.45
2017,40000,28.58823529,1248,88.5,5,7.85
2011,17000,13.45,1086,62.1,5,3.1
2014,25135,28.23529412,1120,70,5,3.75
2017,65000,29.96470588,1248,88.5,7,7.65
2013,40000,22.66666667,1197,80,5,4.9
2018,24500,18.82352941,2179,140,7,16.52
2016,56674,18.26666667,1798,157.75,5,14.05
2016,51950,27.64,1373,91.1,5,6.75
2016,51000,23.14117647,1582,126.2,5,9.2
2012,150000,27.75294118,1364,,5,3
2008,114750,22.66666667,1497,118,5,2.75
2016,107890,15.88235294,2198,157.7,7,20.5
2012,64000,25.76470588,1396,90,5,4.25
2016,21460,22.66666667,1497,121.36,5,6
2015,29634,22.66666667,1197,80,5,6
2008,52000,21.46666667,1298,88.2,5,2.41
2015,33000,25.33333333,1199,88.7,5,7.25
2014,89230,13.05882353,2400,200,7,23.65
2016,27000,28.53333333,1197,83.1,5,6.5
2017,72524,21.05882353,2143,136,5,18.06
2016,73000,33.56,799,53.3,5,3.2
2017,21740,24.21333333,1196,86.8,5,6.42
2015,59000,15.29411765,2982,168.5,7,23
2013,83432,22.66666667,1497,118,5,5.9
2014,87200,18.11764706,2523,75,7,7.75
2012,88000,15.52941176,1995,170,5,15
2017,48324,28.58823529,1248,88.5,5,9
2011,51000,15.65333333,1796,186,5,11.5
2012,24000,22.68,1591,121.3,5,6.2
2017,20773,28.23529412,1186,73.97,5,5.92
2016,22000,23.69411765,1498,88,5,6.29
2014,66355,24,1198,86.7,5,4.12
2007,115800,13.46666667,2354,152,5,3.8
2014,41125,23.89333333,1086,62.1,5,2.7
2017,43812,17.64705882,2143,107.3,5,20.28
2014,69876,24,1198,86.7,5,3.9
2014,102000,14.76470588,2982,168.5,7,16.5
2011,68000,22.68,1591,121.3,5,3.7
2016,12000,12.35294118,2993,271.23,4,79
2013,25000,26.69411765,1995,190,5,17.99
2013,51873,25.76470588,1396,88.76,5,3.9
2012,72500,21.76470588,1399,68,5,3.12
2007,83000,18.66666667,1061,64,5,1.65
2015,39871,25.46666667,1197,81.86,5,3.5
2015,82000,16.49411765,2179,118.3,7,4.85
2018,23152,22.67058824,2143,167.62,5,39.22
2007,71600,27.14666667,1197,78.9,5,2
2010,122000,13.52941176,2982,171,7,10.45
2016,29277,25.54666667,2494,158.2,5,27
2011,60000,23.52941176,1399,68,5,2.25
2014,42000,25.46666667,1197,81.86,5,3.45
2016,61823,24.8,1197,81.83,5,6.14
2012,53000,19.2,1086,68.05,5,2.85
2015,75000,24.6,1193,55.23,5,3.25
2011,110000,33.41176471,1248,73.75,5,4
2010,38446,22.66666667,1497,118,5,2.59
2017,33000,32.22352941,1248,74,5,6.96
2011,42118,24.4,1197,,5,2.19
2016,70000,28.13333333,814,55.2,5,3
2012,68038,23.69411765,1498,88,5,3.6
2014,55012,29.92941176,936,57.6,5,3.7
2013,55000,26.44705882,1995,190,5,21.75
2017,25000,21.05882353,2143,170,5,45
2011,46808,32.09333333,998,67.1,5,3.19
2015,65743,26.85333333,1197,81.86,5,6.2
2013,64466,26.41333333,1086,68.05,5,3.96
2009,75648,15.88235294,1405,,5,0.82
2016,80000,27.52941176,1248,74,5,4.5
2017,69000,29.88235294,1186,73.97,5,3.55
2014,79200,26.71764706,1461,84.8,5,5.5
2016,29477,21.06666667,1591,121.3,5,10.25
2017,40000,15.17647059,2755,174.5,7,30
2014,25000,24.66666667,1197,85.8,5,3.5
2014,67668,27.15294118,1461,63.12,5,3.1
2010,78000,23.33333333,1198,75,5,3.25
2017,30000,27.05882353,1498,98.96,5,8.99
2015,70623,20.05333333,1598,103.6,5,3.99
2015,54000,22.36470588,1461,108.5,5,6
2015,48000,18.50588235,1968,174.33,5,18.25
2012,62000,15.28235294,2494,100,7,7.75
2017,47000,23.42666667,1193,88.7,5,4.5
2014,171000,13.52941176,2982,171,7,16.75
2012,108000,18.92941176,1995,184,5,17.5
2016,41000,26.70588235,1598,118,5,7.7
2012,66000,22.66666667,1497,118,5,4.45
2015,144000,31.28235294,1248,74,5,5.25
2017,23806,26.69411765,1995,190,5,33.66
2013,89000,25.78666667,1198,76,5,2.8
2018,38852,28.53333333,1197,83.1,5,8.47
2018,68737,30.83529412,1248,88.5,5,9.32
2017,23106,21.05882353,2143,136,5,27.43
2015,31250,28.82352941,1498,98.6,7,6.5
2014,77795,15.28235294,2494,100.6,8,9.5
2015,47759,17.34117647,2993,270.9,5,31.8
2013,67620,23.46666667,1496,88.8,5,4.2
2013,44378,29.92941176,936,57.6,5,3.85
2012,64709,17.06666667,2354,177.6,5,6
2007,76161,26.26666667,796,46.3,5,1.65
2013,58410,22.70588235,1968,141,5,14.5
2011,72000,15.05882353,2494,102,7,7.1
2016,11000,20.12941176,1968,174.33,5,28
2017,45362,28.58823529,1248,88.5,5,9.38
2016,59767,25.2,1197,82,5,4.78
2003,70000,17.86666667,1794,125,5,1.7
2019,14233,20.70588235,2179,153.86,7,17.85
2010,72000,22.66666667,1197,80,5,2.75
2014,11000,22.68,1591,121.3,5,5.95
2011,39000,18.66666667,796,35,5,1.5
2019,19855,32.93333333,796,47.3,5,3.8
2017,20149,22.67058824,2143,167.62,5,38.5
2011,70000,26.41333333,1086,68.05,5,2.15
2010,62004,19.56,1798,177.46,5,3.75
2016,25500,25.29411765,1498,108.5,5,8.95
2013,68800,20.94117647,1248,,5,5
2010,61700,19.73333333,1799,130.2,5,2.95
2010,59660,16.06666667,1995,154,5,10.49
2007,69775,23.89333333,1086,62.1,5,1.85
2016,51787,20.94117647,1248,,5,6.45
2009,88000,14.8,2354,142,5,5.25
2014,47052,24.43529412,1248,88.76,7,5.99
2015,69749,21.88235294,1388,67,5,3.82
2012,79000,14.2,2967,241.4,7,39
2016,39644,20.12941176,1968,174.33,5,25.75
2012,137800,26.23529412,1248,74,5,2.2
2008,120000,21.29411765,1493,110,5,2
2018,11000,18.94117647,1950,194,5,56.5
2014,18600,26.69411765,1995,190,5,21
2014,116905,28.23529412,1120,70,5,4
2011,32824,22.6,1197,78.9,5,3.83
2016,19148,21.46666667,1197,85,5,5.89
2010,35008,23.89333333,1086,62.1,5,1.36
2013,21000,20.63529412,2993,313,4,44
2014,53000,22.1,1586,85.7,5,3.26
2016,36000,23.24,1396,105.5,5,8
2012,56121,27.52941176,1248,74,5,4.25
2018,30000,33.41176471,1248,74,5,6
2016,31021,22.94117647,1968,141,5,16.61
2013,52600,23.05882353,1461,108.45,5,7.26
2005,60000,12.35294118,2179,120,8,4
2016,44001,21.31764706,1995,190,5,34.51
2003,101000,23.06666667,1061,64,5,0.95
2007,84169,18.66666667,1061,64,5,2.2
2017,14001,24.8,1197,81.83,5,5.75
2005,100000,17,1086,,5,1.2
2016,59000,21.17647059,2993,255,7,36.75
2009,29000,15.6,1796,178,5,10
2014,64158,21.74117647,,,,17.89
2012,38800,25.45882353,1461,84.8,5,4.05
2011,98000,14.2,2967,241.4,7,22
2017,20969,21.05882353,2143,136,5,27.87
2018,2900,28.58823529,1248,88.5,5,8.75
2016,69000,22.70588235,1248,73.9,5,4.79
2018,5833,24.85882353,1498,108.4,5,11.92
2016,28733,14.2,2967,241.4,7,53.11
2006,145000,25.2,998,67.1,5,1.15
2014,71000,29.52941176,1498,98.6,5,7.45
2017,12000,28.13333333,814,55.2,5,3.5
2018,21603,15.29411765,2987,265,5,70.15
2011,65000,,,,,3.15
2013,58000,15.52941176,1995,170,5,19.5
2012,39000,16.06666667,1995,154,5,15
2017,37712,20.52941176,1493,100,7,7.57
2012,68000,24.66666667,1197,85.8,5,4.4
2016,25000,18.67058824,2993,308.43,5,60
2010,30000,24.8,1199,79.4,5,1.6
2014,68218,25.46666667,1197,85.8,5,4.9
2014,52000,24.43529412,1248,88.8,7,5.95
2015,63591,24.05882353,1461,83.8,5,5.35
2014,57937,20.66666667,1198,86.7,5,5.4
2015,21979,20.12941176,1968,174.33,5,23.45
2002,99000,22,1896,66,5,1.9
2016,62000,30.35294118,1498,98.6,5,6.1
2006,127001,15.05882353,2494,102,8,4.95
2013,84600,28.13333333,814,55.2,5,2.5
2018,30953,30.26666667,799,53.64,5,3.48
2012,78000,26.94117647,1248,74,5,4.4
2008,85000,11.17647059,2835,118.6,6,7.99
2008,79000,15.41176471,2400,215,5,10.99
2014,79000,14.76470588,2982,168.5,7,18.5
2018,48188,19.17647059,1956,170,5,21.69
2014,67557,27.52941176,1248,74,5,5.17
2011,103814,26.25882353,1582,126.32,5,4.5
2014,45128,14.17647059,2179,120,8,6.75
2013,56075,26.41333333,1086,68.05,5,3.12
2011,166000,15.28235294,2494,100.6,8,8.25
2017,65367,13.36470588,2755,171.5,7,20.14
2013,114708,15.28235294,2494,100,8,12.6
2015,35082,27.52941176,1248,74,5,6.61
2016,38593,20.01176471,1582,126.2,5,13.23
2008,70700,15.28235294,2494,100,8,4.75
2011,83000,24.16470588,1598,103.6,5,2.9
2015,120000,17.41176471,2499,80,10,5.5
2014,91586,13.15294118,2696,184,7,9.47
2008,38235,27.14666667,1197,78.9,5,1.95
2011,37000,27.14666667,1197,78.9,5,2.2
2006,50888,22.66666667,1086,,5,1.15
2013,44000,24,1198,86.7,5,4.35
2016,54000,30.8,998,67.04,5,4.5
2013,90000,25.2,1197,82,5,3.55
2015,35000,22.70588235,1248,73.9,5,4.75
2012,47324,27.14666667,1197,78.9,5,4.52
2012,65148,17.71764706,1995,177,5,12.75
2014,57773,20.12941176,1968,174.33,5,20.04
2014,87000,24.05882353,1461,83.8,5,6.5
2007,179032,13.6,3200,199.3,7,7.5
2016,8000,30,998,67,5,4.15
2007,77000,18,1799,130,5,2.5
2016,20600,24.8,1197,81.83,5,5.4
2016,13198,32.09333333,998,67.1,5,3.15
2015,21000,14.2,2967,241.4,7,52.5
2016,38000,24.8,1197,81.83,5,5.95
2019,15379,31.78666667,1199,83.83,5,6.97
2011,60000,27.14666667,1197,78.9,5,3.2
2007,70000,,1086,,5,1.12
2013,75371,24.07058824,1461,83.8,5,6.69
2014,60000,15.87058824,2179,138.03,5,5.9
2009,30675,24.66666667,1197,80,5,2.25
2013,22000,27.52941176,1248,74,5,4.5
2015,55000,29.33333333,814,55,5,2.61
2010,74213,17.45882353,2143,170,5,11.5
2016,15000,22.42666667,1998,189.08,4,35
2010,57000,34.66666667,624,35,4,0.5
2015,62144,30.83529412,1248,88.5,5,5.75
2017,50000,25.88235294,1582,126.2,5,11.5
2015,38000,28.13333333,814,55.2,5,2.75
2016,30000,21.31764706,1995,190,5,31.5
2016,38735,25.86666667,1198,86.8,5,4.92
2012,23598,27.29411765,1248,73.94,5,3.52
2014,70000,22.21176471,1995,184,5,17.55
2016,39000,31.28235294,1248,74,5,5.8
2013,84175,27.52941176,1248,74,5,6.95
2013,45000,22.6,1498,97.6,5,2.4
2013,59302,16.92941176,1998,163.7,5,5.25
2012,55002,23.33333333,1298,85.8,5,4.25
2008,128813,22.45882353,1396,69,5,1.5
2016,46522,28.23529412,1120,70,5,4.5
2014,180000,26.23529412,1248,74,5,2.5
2006,89326,20.94117647,1399,68,5,1.55
2016,54000,23.37647059,1461,83.8,5,6.5
2012,95000,21.74117647,,,,18
2015,66337,28.23529412,1120,70,5,4.96
2012,60000,25.86666667,1198,86.8,5,3.25
2010,38001,16.4,1781,163.2,5,8.5
2014,73000,32.93333333,796,47.3,5,2.75
2011,61000,21.6,1599,103.2,5,3.4
2013,120000,24.43529412,1248,88.8,7,7
2012,71787,17.2,1598,102.5,5,3.21
2016,11554,23.14117647,1582,126.2,5,14.25
2014,90000,23.92941176,1498,103.2,5,6.5
2014,48104,23.2,1497,117.3,5,5.49
2005,91000,22.4,1341,83,5,0.8
2007,58815,22.66666667,1086,,5,1.99
2015,33931,25.2,1197,82,5,5.91
2019,13916,25.2,1197,81.86,5,6.44
2012,90400,26.2,998,58.2,5,2.9
2015,14000,25.2,1197,82,5,4.6
2007,121000,20.94117647,1248,,5,2.35
2016,17560,24.8,1197,81.83,5,7.21
2016,60000,23.37647059,1461,83.8,5,8
2009,88096,22.70588235,1248,73.9,5,3.5
2008,178280,15.05882353,2494,102,8,5.9
2015,19963,33.86666667,624,37.5,4,1.74
2019,1000,24.16,1196,86.8,5,6.8
2017,8000,24.8,1197,81.83,5,7.5
2016,9200,20.53333333,1497,117.3,7,8
2015,29000,32.23529412,1498,98.6,5,5.99
2017,27000,23.14117647,1582,126.2,5,12.9
2018,22900,28.53333333,1197,83.1,5,7
2014,50000,16.65882353,1968,174.3,5,35
2015,60207,30.35294118,1498,98.6,5,5.5
2010,101119,12.94117647,2993,235,5,18.46
2010,42000,20.8,1196,70,5,2.4
2002,93000,25.2,998,67.1,5,1
2012,60000,26.41333333,1086,68.05,5,2.65
2015,66122,25.48235294,1498,103.52,5,5.96
2015,25100,21,2967,300,4,75
2017,24733,20.05333333,1991,183,5,27.15
2008,41000,13.86666667,2773,201,5,10.5
2015,30000,27.64,1373,91.1,5,6.7
2013,36000,26.70588235,1498,89.84,5,4.9
2017,40279,19.41176471,1493,70,7,8
2018,46805,32.09333333,998,67.1,5,3.63
2015,60000,23.33333333,1197,85.8,5,4.8
2017,100000,23.42666667,1193,88.7,5,4.25
2014,32986,21.46666667,,,,4.24
2018,51530,12.83529412,3198,197.2,7,30.27
2013,81456,18.58823529,2148,170,5,14.25
2012,37229,22.6,1197,78.9,5,3.41
2009,73200,22.66666667,1497,118,5,2.78
2015,71826,22.70588235,1968,141,5,15.5
2017,129000,29.41176471,1396,69,5,3
2012,82000,25.2,998,67.1,5,2.3
2017,40459,23.14117647,1582,126.2,5,13.28
2009,61964,25.33333333,998,66.1,5,2.25
2011,15466,30,998,67.04,5,3.36
2014,23000,23.06666667,1497,117.3,7,4.25
2012,43766,27.14666667,1197,78.9,5,4.3
2010,54000,,3597,262.6,5,6
2018,18521,26.51764706,1396,88.73,5,9.18
2017,26400,30.8,998,67.04,5,4.99
2011,31900,17.86666667,1798,157.8,5,3.75
2010,39000,23.52941176,1399,68,5,2.5
2016,45671,32.11764706,1498,98.6,5,7.2
2016,39500,17.64705882,2143,204,5,29.5
2015,54000,21.05882353,2143,136,5,17.55
2012,20000,21.76470588,1985,163,5,12
2009,55000,13.88235294,2967,246.7,5,13.5
2014,48000,26.25882353,1582,126.32,5,5.1
2011,70000,26.69411765,1995,190,5,10.3
2014,62000,26.25882353,1582,126.32,5,5.7
2014,41994,30,998,67.04,5,3.41
2010,108882,23.52941176,1399,68,5,2.4
2017,24806,24.2,1198,82,6,5.6
2006,160000,20,1405,70,5,1
2017,30000,21.75294118,1493,100,7,8.2
2015,51000,17.84705882,1968,181,5,27.5
2015,64876,28.66666667,1197,81.8,5,3.5
2016,70536,31.79,998,58.33,5,4.58
2017,25299,28.58823529,1248,88.5,5,10.34
2006,89869,14.94117647,2609,116.6,8,3.25
2007,103515,14.82352941,1991,112,7,5
2008,68282,23.89333333,1086,62.1,5,2.25
2014,60033,21.38823529,2967,250,4,51.52
2018,51921,28.58823529,1248,88.5,5,8.62
2017,18414,27.52941176,1248,74,5,7.25
2016,40866,26,1199,86.76,5,5.47
2014,55001,19.24705882,2179,187.7,5,31
2017,20469,22.42666667,1998,189.08,4,35.98
2017,8500,28.13333333,814,55.2,5,3.42
2008,45000,19.72941176,2967,241.38,5,11.5
2016,6000,22.92,1197,81.86,5,7.25
2018,11000,33.41176471,1248,74,5,8
2015,80064,26.70588235,1498,89.84,5,7.33
2016,29930,25.2,998,67.1,5,3.35
2013,49105,23.92941176,1498,103.2,5,4.4
2012,55000,23.46666667,1496,88.7,5,2.99
2015,23000,24.93333333,1199,88.7,5,5.6
2016,54727,23.69411765,1498,88.73,5,6.63
2018,31426,25.48235294,1498,108.62,5,7.9
2015,53442,22.4,1497,116.3,5,7
2014,28000,22,1198,86.8,5,4.95
2017,13412,19.06666667,1598,103.52,5,9.19
2011,70000,19.76470588,1493,110,5,5.1
2015,81310,24.92941176,1396,88.76,5,5.9
2019,13574,28.53333333,1197,83.1,5,9.51
2008,75000,14.8,2354,158.8,5,3.9
2014,58310,25.46666667,1197,85.8,5,5.39
2009,90000,22.70588235,1248,73.9,5,3
2012,83000,27.52941176,1248,74,5,4.3
2017,37282,27.8,1197,83.14,5,6.75
2017,23000,25.2,1197,82,5,4.5
2010,82000,20.94117647,1399,68,5,2.75
2016,31000,28.11764706,1582,126.2,5,9
2001,200000,16,,,,0.7
2014,45001,23.52941176,1399,68.05,5,2.55
2014,50446,24.84705882,1248,88.8,5,3.54
2009,89000,18,1799,130,5,4.25
2007,72000,26.26666667,796,46.3,5,1.2
2013,90000,26.44705882,1995,190,5,19.5
2015,76000,18.82352941,2179,140,7,12
2012,78401,27.29411765,1248,73.94,5,3.9
2017,38426,28.58823529,1248,88.5,5,9.13
2011,45000,20.13333333,1196,73,7,2.25
2012,83000,23.33333333,1197,85.8,5,3.25
2017,50170,20.01176471,1582,126.2,5,14.79
2010,37822,30,998,67.04,5,2.35
2015,33517,32.49411765,793,47,5,3.1
2014,110000,15.30588235,2199,194.3,7,12.9
2017,60000,28.13333333,814,55.2,5,2.5
2013,92408,24.66666667,1197,82.85,5,3.65
2014,45000,22.8,1591,121.3,5,7.5
2013,33793,24.53333333,1198,86.8,5,3.74
2017,26327,27.2,1197,81.8,5,5.86
2018,20604,22.67058824,2143,167.62,5,39.62
2018,61386,29.64705882,1248,74,5,7.05
2018,11500,33.41176471,1248,74,5,7.5
2012,58000,29.92941176,936,57.6,5,2.1
2014,38000,18.26666667,1798,157.75,5,11.6
2012,49000,17.45882353,2143,167.62,5,19.25
2017,72202,16.09411765,2393,147.8,8,17.92
2016,7000,27.14666667,1197,78.9,5,3.6
2014,20000,30.35294118,1498,98.6,5,4.5
2017,14061,25.76470588,1396,88.76,5,7.4
2018,30706,13.61176471,2987,254.79,5,59.29
2011,51387,14.17647059,2179,120,7,5.5
2006,44000,20.4,1341,83,5,1.75
2016,12208,28.53333333,1197,83.1,5,6.75
2011,55000,19.43529412,1991,123.7,5,3.95
2011,61600,22.8,1591,121.3,5,4.2
2016,28414,22.66666667,1497,118,5,8.4
2017,27853,22.94666667,1197,103.5,5,8.25
2013,55116,25.86666667,1198,86.8,5,3.31
2017,26000,31.28235294,1248,74,5,7.5
2012,45496,22.66666667,1497,118,5,4.75
2013,76000,13.15294118,2696,184,7,8.79
2014,136000,17.46666667,1798,157.75,5,9.5
2009,100000,,,,,1.6
2010,38127,26.26666667,796,46.3,5,1.55
2014,82450,27.05882353,1396,90,5,5.85
2014,62497,21.06666667,1499,110,5,7.52
2011,86732,27.15294118,1461,63.1,5,3.6
2016,27969,25.86666667,1198,86.8,5,4.73
2013,66372,13.15294118,2696,184,7,10.5
